Var1;Var2;value;Source;Target;weight
Sleep Duration;heart rate variability;0;30;63;0
ERP;heart rate variability;0;31;63;0
FOSQ;heart rate variability;0;32;63;0
Neuropsy;heart rate variability;0;33;63;0
ODI;heart rate variability;0;34;63;0
SF36;heart rate variability;0;35;63;0
traumatic brain injury;heart rate variability;0;36;63;0
FSS;heart rate variability;0;37;63;0
Sleep Behavior;heart rate variability;0;38;63;0
SSS;heart rate variability;0;39;63;0
night time sleep;heart rate variability;0;40;63;0
MRI;heart rate variability;0;41;63;0
sleep wake disturbances;heart rate variability;0;42;63;0
parasomnia;heart rate variability;0;43;63;0
lowest oxygen saturation;heart rate variability;0;44;63;0
upper airway resistance;heart rate variability;0;45;63;0
prevalence sleep disorders;heart rate variability;0;46;63;0
Nervous system;heart rate variability;0.102826069;47;63;0.102826069
stop bang questionnaire;heart rate variability;0;48;63;0
slow wave sleep;heart rate variability;0;49;63;0
sleep breathing disorders;heart rate variability;0.006820117;50;63;0
upper airway obstruction;heart rate variability;0;51;63;0
motor vehicle accidents;heart rate variability;0;52;63;0
sleep wake cycle;heart rate variability;0;53;63;0
circadian rhythm sleep;heart rate variability;0;54;63;0
Neurophysiology;heart rate variability;0;55;63;0
patients moderate severe;heart rate variability;0;56;63;0
sleep habits questionnaire;heart rate variability;0;57;63;0
VAS;heart rate variability;0;58;63;0
patients mild moderate;heart rate variability;0;59;63;0
activities daily living;heart rate variability;0;60;63;0
index sleepiness scale;heart rate variability;0;61;63;0
difficulty falling asleep;heart rate variability;0;62;63;0
sleepiness scale score;heart rate variability;0;64;63;0
patients obstructive syndrome;heart rate variability;0;65;63;0
UPDRS;heart rate variability;0;66;63;0
Classification of sleep disorders;heart rate variability;0;67;63;0
sleep disorders common;heart rate variability;0;68;63;0
sleep index sleepiness;heart rate variability;0;69;63;0
sleep time sleep;heart rate variability;0;70;63;0
mild moderate severe;heart rate variability;0;71;63;0
HAD;heart rate variability;0;72;63;0
sleepiness sleepiness scale;heart rate variability;0;73;63;0
Classification of sleep disorders;heart rate variability;0;67;63;0
sleep disorder characterized;heart rate variability;0;75;63;0
quality index sleepiness;heart rate variability;0;76;63;0
CPAP;sleepiness scale score;0.047623928;1;64;0
AHI;sleepiness scale score;0.105327026;2;64;0.105327026
ESS;sleepiness scale score;0.122338236;3;64;0.122338236
OSAS;sleepiness scale score;0.06119592;4;64;0
PD;sleepiness scale score;0;5;64;0
RLS;sleepiness scale score;0;6;64;0
ADHD;sleepiness scale score;0;7;64;0
SDB;sleepiness scale score;0;8;64;0
EDS;sleepiness scale score;-0.006584486;9;64;0
PSG;sleepiness scale score;0.041682364;10;64;0
REM;sleepiness scale score;0;11;64;0
EEG;sleepiness scale score;-0.027687151;12;64;0
Insomnia;sleepiness scale score;0;13;64;0
QoL;sleepiness scale score;0;14;64;0
Arousal;sleepiness scale score;0;15;64;0
PSQI;sleepiness scale score;0;16;64;0
MSLT;sleepiness scale score;0;17;64;0
Narcolepsy;sleepiness scale score;0;18;64;0
PVT;sleepiness scale score;0;19;64;0
Hypersomnia;sleepiness scale score;0;20;64;0
Sleep Quality;sleepiness scale score;-0.015373373;21;64;0
RDI;sleepiness scale score;0.02201099;22;64;0
BMI;sleepiness scale score;0.061244237;23;64;0
children;sleepiness scale score;0;24;64;0
MWT;sleepiness scale score;0;25;64;0
ISI;sleepiness scale score;0;26;64;0
TST;sleepiness scale score;0;27;64;0
BDI;sleepiness scale score;0;28;64;0
KSS;sleepiness scale score;0;29;64;0
Sleep Duration;sleepiness scale score;0;30;64;0
ERP;sleepiness scale score;0;31;64;0
FOSQ;sleepiness scale score;0;32;64;0
Neuropsy;sleepiness scale score;0;33;64;0
ODI;sleepiness scale score;0.037616738;34;64;0
SF36;sleepiness scale score;0;35;64;0
traumatic brain injury;sleepiness scale score;0;36;64;0
FSS;sleepiness scale score;0;37;64;0
Sleep Behavior;sleepiness scale score;0;38;64;0
SSS;sleepiness scale score;0;39;64;0
night time sleep;sleepiness scale score;0;40;64;0
MRI;sleepiness scale score;0;41;64;0
sleep wake disturbances;sleepiness scale score;0;42;64;0
parasomnia;sleepiness scale score;0;43;64;0
lowest oxygen saturation;sleepiness scale score;0.059131546;44;64;0
upper airway resistance;sleepiness scale score;0;45;64;0
prevalence sleep disorders;sleepiness scale score;0;46;64;0
Nervous system;sleepiness scale score;0;47;64;0
stop bang questionnaire;sleepiness scale score;0;48;64;0
slow wave sleep;sleepiness scale score;0;49;64;0
sleep breathing disorders;sleepiness scale score;0;50;64;0
upper airway obstruction;sleepiness scale score;0;51;64;0
motor vehicle accidents;sleepiness scale score;0;52;64;0
sleep wake cycle;sleepiness scale score;0;53;64;0
circadian rhythm sleep;sleepiness scale score;0;54;64;0
Neurophysiology;sleepiness scale score;0;55;64;0
patients moderate severe;sleepiness scale score;0;56;64;0
sleep habits questionnaire;sleepiness scale score;0;57;64;0
VAS;sleepiness scale score;0;58;64;0
patients mild moderate;sleepiness scale score;0.01168744;59;64;0
activities daily living;sleepiness scale score;0;60;64;0
index sleepiness scale;sleepiness scale score;0.024622864;61;64;0
difficulty falling asleep;sleepiness scale score;0;62;64;0
heart rate variability;sleepiness scale score;0;63;64;0
patients obstructive syndrome;sleepiness scale score;0;65;64;0
UPDRS;sleepiness scale score;0.027722806;66;64;0
Classification of sleep disorders;sleepiness scale score;0;67;64;0
sleep disorders common;sleepiness scale score;0;68;64;0
sleep index sleepiness;sleepiness scale score;0;69;64;0
sleep time sleep;sleepiness scale score;0;70;64;0
mild moderate severe;sleepiness scale score;0;71;64;0
HAD;sleepiness scale score;0;72;64;0
sleepiness sleepiness scale;sleepiness scale score;0.035543936;73;64;0
Classification of sleep disorders;sleepiness scale score;0;67;64;0
sleep disorder characterized;sleepiness scale score;0;75;64;0
quality index sleepiness;sleepiness scale score;0;76;64;0
CPAP;patients obstructive syndrome;0.114644866;1;65;0.114644866
AHI;patients obstructive syndrome;0.078220494;2;65;0
ESS;patients obstructive syndrome;0.057912066;3;65;0
OSAS;patients obstructive syndrome;0.13087144;4;65;0.13087144
PD;patients obstructive syndrome;-0.023890865;5;65;0
RLS;patients obstructive syndrome;-0.025907919;6;65;0
ADHD;patients obstructive syndrome;0;7;65;0
SDB;patients obstructive syndrome;0;8;65;0
EDS;patients obstructive syndrome;0;9;65;0
PSG;patients obstructive syndrome;0.052672917;10;65;0
REM;patients obstructive syndrome;0;11;65;0
EEG;patients obstructive syndrome;0;12;65;0
Insomnia;patients obstructive syndrome;-0.029477185;13;65;0
QoL;patients obstructive syndrome;0;14;65;0
Arousal;patients obstructive syndrome;0;15;65;0
PSQI;patients obstructive syndrome;0;16;65;0
MSLT;patients obstructive syndrome;0;17;65;0
Narcolepsy;patients obstructive syndrome;-0.023442246;18;65;0
PVT;patients obstructive syndrome;0;19;65;0
Hypersomnia;patients obstructive syndrome;0;20;65;0
Sleep Quality;patients obstructive syndrome;-0.02527704;21;65;0
RDI;patients obstructive syndrome;0.039652341;22;65;0
BMI;patients obstructive syndrome;0.041952389;23;65;0
children;patients obstructive syndrome;0;24;65;0
MWT;patients obstructive syndrome;0.016427228;25;65;0
ISI;patients obstructive syndrome;0;26;65;0
TST;patients obstructive syndrome;0;27;65;0
BDI;patients obstructive syndrome;0;28;65;0
KSS;patients obstructive syndrome;0;29;65;0
Sleep Duration;patients obstructive syndrome;-0.027864749;30;65;0
ERP;patients obstructive syndrome;0;31;65;0
FOSQ;patients obstructive syndrome;0;32;65;0
Neuropsy;patients obstructive syndrome;0.014114257;33;65;0
ODI;patients obstructive syndrome;0.027452963;34;65;0
SF36;patients obstructive syndrome;0;35;65;0
traumatic brain injury;patients obstructive syndrome;0;36;65;0
FSS;patients obstructive syndrome;0;37;65;0
Sleep Behavior;patients obstructive syndrome;0;38;65;0
SSS;patients obstructive syndrome;0;39;65;0
night time sleep;patients obstructive syndrome;0;40;65;0
MRI;patients obstructive syndrome;0;41;65;0
sleep wake disturbances;patients obstructive syndrome;0;42;65;0
parasomnia;patients obstructive syndrome;0;43;65;0
lowest oxygen saturation;patients obstructive syndrome;0;44;65;0
upper airway resistance;patients obstructive syndrome;0;45;65;0
prevalence sleep disorders;patients obstructive syndrome;0;46;65;0
Nervous system;patients obstructive syndrome;0;47;65;0
stop bang questionnaire;patients obstructive syndrome;0;48;65;0
slow wave sleep;patients obstructive syndrome;0;49;65;0
sleep breathing disorders;patients obstructive syndrome;0;50;65;0
upper airway obstruction;patients obstructive syndrome;0;51;65;0
motor vehicle accidents;patients obstructive syndrome;0;52;65;0
sleep wake cycle;patients obstructive syndrome;0;53;65;0
circadian rhythm sleep;patients obstructive syndrome;0;54;65;0
Neurophysiology;patients obstructive syndrome;0;55;65;0
patients moderate severe;patients obstructive syndrome;0;56;65;0
sleep habits questionnaire;patients obstructive syndrome;0;57;65;0
VAS;patients obstructive syndrome;0;58;65;0
patients mild moderate;patients obstructive syndrome;0.019619478;59;65;0
activities daily living;patients obstructive syndrome;0;60;65;0
index sleepiness scale;patients obstructive syndrome;0;61;65;0
difficulty falling asleep;patients obstructive syndrome;0;62;65;0
heart rate variability;patients obstructive syndrome;0;63;65;0
sleepiness scale score;patients obstructive syndrome;0;64;65;0
UPDRS;patients obstructive syndrome;0;66;65;0
Classification of sleep disorders;patients obstructive syndrome;0;67;65;0
sleep disorders common;patients obstructive syndrome;0;68;65;0
sleep index sleepiness;patients obstructive syndrome;0;69;65;0
sleep time sleep;patients obstructive syndrome;0;70;65;0
mild moderate severe;patients obstructive syndrome;0.023772881;71;65;0
HAD;patients obstructive syndrome;0;72;65;0
sleepiness sleepiness scale;patients obstructive syndrome;0;73;65;0
Classification of sleep disorders;patients obstructive syndrome;0;67;65;0
sleep disorder characterized;patients obstructive syndrome;0;75;65;0
quality index sleepiness;patients obstructive syndrome;0;76;65;0
CPAP;UPDRS;-0.029380127;1;66;0
AHI;UPDRS;-0.037160392;2;66;0
ESS;UPDRS;0.063999341;3;66;0
OSAS;UPDRS;-0.057349097;4;66;0
OSAS;AHI;0.522314602;4;2;0.4
RLS;UPDRS;0;6;66;0
ADHD;UPDRS;0;7;66;0
SDB;UPDRS;0;8;66;0
EDS;UPDRS;0;9;66;0
PSG;UPDRS;0;10;66;0
REM;UPDRS;0.038002592;11;66;0
EEG;UPDRS;-0.022297332;12;66;0
Insomnia;UPDRS;-0.018933883;13;66;0
QoL;UPDRS;0.054436173;14;66;0
Arousal;UPDRS;0;15;66;0
PSQI;UPDRS;0.024919822;16;66;0
MSLT;UPDRS;0;17;66;0
Narcolepsy;UPDRS;-0.028234232;18;66;0
PVT;UPDRS;0;19;66;0
Hypersomnia;UPDRS;0;20;66;0
Sleep Quality;UPDRS;0;21;66;0
RDI;UPDRS;0;22;66;0
BMI;UPDRS;-0.024256432;23;66;0
children;UPDRS;0;24;66;0
MWT;UPDRS;0;25;66;0
ISI;UPDRS;0;26;66;0
TST;UPDRS;0;27;66;0
BDI;UPDRS;0.060203964;28;66;0
KSS;UPDRS;0;29;66;0
Sleep Duration;UPDRS;-0.020952911;30;66;0
ERP;UPDRS;0;31;66;0
FOSQ;UPDRS;0;32;66;0
Neuropsy;UPDRS;0.046550511;33;66;0
ODI;UPDRS;0;34;66;0
SF36;UPDRS;0;35;66;0
traumatic brain injury;UPDRS;0;36;66;0
FSS;UPDRS;0.042068953;37;66;0
Sleep Behavior;UPDRS;0.074867961;38;66;0
SSS;UPDRS;0;39;66;0
night time sleep;UPDRS;0;40;66;0
MRI;UPDRS;0;41;66;0
sleep wake disturbances;UPDRS;0;42;66;0
parasomnia;UPDRS;0;43;66;0
lowest oxygen saturation;UPDRS;0;44;66;0
upper airway resistance;UPDRS;0;45;66;0
prevalence sleep disorders;UPDRS;0;46;66;0
Nervous system;UPDRS;0;47;66;0
stop bang questionnaire;UPDRS;0;48;66;0
slow wave sleep;UPDRS;0;49;66;0
sleep breathing disorders;UPDRS;0;50;66;0
upper airway obstruction;UPDRS;0;51;66;0
motor vehicle accidents;UPDRS;0;52;66;0
sleep wake cycle;UPDRS;0;53;66;0
circadian rhythm sleep;UPDRS;0;54;66;0
Neurophysiology;UPDRS;0;55;66;0
patients moderate severe;UPDRS;0;56;66;0
sleep habits questionnaire;UPDRS;0;57;66;0
VAS;UPDRS;0;58;66;0
patients mild moderate;UPDRS;0;59;66;0
activities daily living;UPDRS;0.103107758;60;66;0.103107758
index sleepiness scale;UPDRS;0;61;66;0
difficulty falling asleep;UPDRS;0;62;66;0
heart rate variability;UPDRS;0;63;66;0
sleepiness scale score;UPDRS;0.027722806;64;66;0
patients obstructive syndrome;UPDRS;0;65;66;0
Classification of sleep disorders;UPDRS;0;67;66;0
sleep disorders common;UPDRS;0.023041517;68;66;0
sleep index sleepiness;UPDRS;0;69;66;0
sleep time sleep;UPDRS;0;70;66;0
mild moderate severe;UPDRS;0;71;66;0
HAD;UPDRS;0.033719276;72;66;0
sleepiness sleepiness scale;UPDRS;0;73;66;0
Classification of sleep disorders;UPDRS;0;67;66;0
sleep disorder characterized;UPDRS;0;75;66;0
quality index sleepiness;UPDRS;0;76;66;0
CPAP;Classification of sleep disorders;-0.020544433;1;67;0
AHI;Classification of sleep disorders;-0.024443008;2;67;0
ESS;Classification of sleep disorders;-0.020163498;3;67;0
OSAS;Classification of sleep disorders;-0.027965765;4;67;0
PD;Classification of sleep disorders;0.013559913;5;67;0
RLS;Classification of sleep disorders;0;6;67;0
ADHD;Classification of sleep disorders;0.011408538;7;67;0
SDB;Classification of sleep disorders;0;8;67;0
EDS;Classification of sleep disorders;0.036722071;9;67;0
PSG;Classification of sleep disorders;0.002663831;10;67;0
REM;Classification of sleep disorders;0.034382637;11;67;0
EEG;Classification of sleep disorders;0;12;67;0
Insomnia;Classification of sleep disorders;0.054240292;13;67;0
QoL;Classification of sleep disorders;0;14;67;0
Arousal;Classification of sleep disorders;0;15;67;0
PSQI;Classification of sleep disorders;0;16;67;0
MSLT;Classification of sleep disorders;0.032550111;17;67;0
Narcolepsy;Classification of sleep disorders;0.080553099;18;67;0
PVT;Classification of sleep disorders;0;19;67;0
Hypersomnia;Classification of sleep disorders;0.089322546;20;67;0.089322546
Sleep Quality;Classification of sleep disorders;-0.019377611;21;67;0
RDI;Classification of sleep disorders;0;22;67;0
BMI;Classification of sleep disorders;-0.024093817;23;67;0
children;Classification of sleep disorders;0;24;67;0
MWT;Classification of sleep disorders;0;25;67;0
ISI;Classification of sleep disorders;0;26;67;0
TST;Classification of sleep disorders;0.019548717;27;67;0
BDI;Classification of sleep disorders;0;28;67;0
KSS;Classification of sleep disorders;0;29;67;0
Sleep Duration;Classification of sleep disorders;0;30;67;0
ERP;Classification of sleep disorders;0;31;67;0
FOSQ;Classification of sleep disorders;0;32;67;0
Neuropsy;Classification of sleep disorders;0;33;67;0
ODI;Classification of sleep disorders;0;34;67;0
SF36;Classification of sleep disorders;0;35;67;0
traumatic brain injury;Classification of sleep disorders;0;36;67;0
FSS;Classification of sleep disorders;0;37;67;0
Sleep Behavior;Classification of sleep disorders;0.043353481;38;67;0
SSS;Classification of sleep disorders;0;39;67;0
night time sleep;Classification of sleep disorders;0;40;67;0
MRI;Classification of sleep disorders;0;41;67;0
sleep wake disturbances;Classification of sleep disorders;0;42;67;0
parasomnia;Classification of sleep disorders;0.027972294;43;67;0
lowest oxygen saturation;Classification of sleep disorders;0;44;67;0
upper airway resistance;Classification of sleep disorders;0;45;67;0
prevalence sleep disorders;Classification of sleep disorders;0.021789054;46;67;0
Nervous system;Classification of sleep disorders;0;47;67;0
stop bang questionnaire;Classification of sleep disorders;0;48;67;0
slow wave sleep;Classification of sleep disorders;0;49;67;0
sleep breathing disorders;Classification of sleep disorders;0.012932547;50;67;0
upper airway obstruction;Classification of sleep disorders;0;51;67;0
motor vehicle accidents;Classification of sleep disorders;0;52;67;0
sleep wake cycle;Classification of sleep disorders;0;53;67;0
circadian rhythm sleep;Classification of sleep disorders;0.071587465;54;67;0
Neurophysiology;Classification of sleep disorders;0;55;67;0
patients moderate severe;Classification of sleep disorders;0;56;67;0
sleep habits questionnaire;Classification of sleep disorders;0.001601697;57;67;0
VAS;Classification of sleep disorders;0;58;67;0
patients mild moderate;Classification of sleep disorders;0;59;67;0
activities daily living;Classification of sleep disorders;0;60;67;0
index sleepiness scale;Classification of sleep disorders;0;61;67;0
difficulty falling asleep;Classification of sleep disorders;0;62;67;0
heart rate variability;Classification of sleep disorders;0;63;67;0
sleepiness scale score;Classification of sleep disorders;0;64;67;0
patients obstructive syndrome;Classification of sleep disorders;0;65;67;0
UPDRS;Classification of sleep disorders;0;66;67;0
sleep disorders common;Classification of sleep disorders;0;68;67;0
sleep index sleepiness;Classification of sleep disorders;0;69;67;0
sleep time sleep;Classification of sleep disorders;0;70;67;0
mild moderate severe;Classification of sleep disorders;0.010464942;71;67;0
HAD;Classification of sleep disorders;0;72;67;0
sleepiness sleepiness scale;Classification of sleep disorders;0;73;67;0
PSQI;Sleep Quality;0.558480485;16;21;0.4
sleep disorder characterized;Classification of sleep disorders;0;75;67;0
quality index sleepiness;Classification of sleep disorders;0;76;67;0
CPAP;sleep disorders common;-0.009492565;1;68;0
AHI;sleep disorders common;-0.022784631;2;68;0
ESS;sleep disorders common;0;3;68;0
OSAS;sleep disorders common;0;4;68;0
PD;sleep disorders common;0.073936909;5;68;0
RLS;sleep disorders common;0.114755503;6;68;0.114755503
ADHD;sleep disorders common;0;7;68;0
SDB;sleep disorders common;0;8;68;0
EDS;sleep disorders common;0.035455266;9;68;0
PSG;sleep disorders common;0.011760615;10;68;0
REM;sleep disorders common;0.043217322;11;68;0
EEG;sleep disorders common;0;12;68;0
Insomnia;sleep disorders common;0.083943534;13;68;0
QoL;sleep disorders common;0;14;68;0
Arousal;sleep disorders common;0;15;68;0
PSQI;sleep disorders common;0;16;68;0
MSLT;sleep disorders common;0;17;68;0
Narcolepsy;sleep disorders common;0;18;68;0
PVT;sleep disorders common;0;19;68;0
Hypersomnia;sleep disorders common;0;20;68;0
Sleep Quality;sleep disorders common;0.025546589;21;68;0
RDI;sleep disorders common;0;22;68;0
BMI;sleep disorders common;0;23;68;0
children;sleep disorders common;0;24;68;0
MWT;sleep disorders common;0;25;68;0
ISI;sleep disorders common;0;26;68;0
TST;sleep disorders common;0;27;68;0
BDI;sleep disorders common;0;28;68;0
KSS;sleep disorders common;0;29;68;0
Sleep Duration;sleep disorders common;0;30;68;0
ERP;sleep disorders common;0;31;68;0
FOSQ;sleep disorders common;0;32;68;0
Neuropsy;sleep disorders common;0;33;68;0
ODI;sleep disorders common;0;34;68;0
SF36;sleep disorders common;0;35;68;0
traumatic brain injury;sleep disorders common;0;36;68;0
FSS;sleep disorders common;0;37;68;0
Sleep Behavior;sleep disorders common;0.04840913;38;68;0
SSS;sleep disorders common;0;39;68;0
night time sleep;sleep disorders common;0;40;68;0
MRI;sleep disorders common;0;41;68;0
sleep wake disturbances;sleep disorders common;0;42;68;0
parasomnia;sleep disorders common;0.050401863;43;68;0
lowest oxygen saturation;sleep disorders common;0;44;68;0
upper airway resistance;sleep disorders common;0;45;68;0
prevalence sleep disorders;sleep disorders common;0.098880993;46;68;0.098880993
Nervous system;sleep disorders common;0;47;68;0
stop bang questionnaire;sleep disorders common;0;48;68;0
slow wave sleep;sleep disorders common;0;49;68;0
sleep breathing disorders;sleep disorders common;0.013181597;50;68;0
upper airway obstruction;sleep disorders common;0;51;68;0
motor vehicle accidents;sleep disorders common;0;52;68;0
sleep wake cycle;sleep disorders common;0;53;68;0
circadian rhythm sleep;sleep disorders common;0;54;68;0
Neurophysiology;sleep disorders common;0;55;68;0
patients moderate severe;sleep disorders common;0;56;68;0
sleep habits questionnaire;sleep disorders common;0;57;68;0
VAS;sleep disorders common;0;58;68;0
patients mild moderate;sleep disorders common;0;59;68;0
activities daily living;sleep disorders common;0;60;68;0
index sleepiness scale;sleep disorders common;0;61;68;0
difficulty falling asleep;sleep disorders common;0;62;68;0
heart rate variability;sleep disorders common;0;63;68;0
sleepiness scale score;sleep disorders common;0;64;68;0
patients obstructive syndrome;sleep disorders common;0;65;68;0
UPDRS;sleep disorders common;0.023041517;66;68;0
Classification of sleep disorders;sleep disorders common;0;67;68;0
sleep index sleepiness;sleep disorders common;0;69;68;0
sleep time sleep;sleep disorders common;0.020544676;70;68;0
mild moderate severe;sleep disorders common;0;71;68;0
HAD;sleep disorders common;0;72;68;0
sleepiness sleepiness scale;sleep disorders common;0;73;68;0
Classification of sleep disorders;sleep disorders common;0;67;68;0
sleep disorder characterized;sleep disorders common;0;75;68;0
quality index sleepiness;sleep disorders common;0;76;68;0
CPAP;sleep index sleepiness;-0.033169385;1;69;0
AHI;sleep index sleepiness;-0.032623077;2;69;0
ESS;sleep index sleepiness;0.109568874;3;69;0.109568874
OSAS;sleep index sleepiness;-0.04520024;4;69;0
PD;sleep index sleepiness;0;5;69;0
RLS;sleep index sleepiness;0.020129359;6;69;0
ADHD;sleep index sleepiness;0;7;69;0
SDB;sleep index sleepiness;-0.0213755;8;69;0
EDS;sleep index sleepiness;0;9;69;0
PSG;sleep index sleepiness;0;10;69;0
REM;sleep index sleepiness;0;11;69;0
EEG;sleep index sleepiness;0;12;69;0
Insomnia;sleep index sleepiness;0.010859322;13;69;0
QoL;sleep index sleepiness;0.016621963;14;69;0
Arousal;sleep index sleepiness;0;15;69;0
PSQI;sleep index sleepiness;0.280712831;16;69;0.280712831
MSLT;sleep index sleepiness;-0.021706354;17;69;0
Narcolepsy;sleep index sleepiness;-0.030328007;18;69;0
PVT;sleep index sleepiness;0;19;69;0
Hypersomnia;sleep index sleepiness;0;20;69;0
Sleep Quality;sleep index sleepiness;0.162793658;21;69;0.162793658
RDI;sleep index sleepiness;0;22;69;0
BMI;sleep index sleepiness;0;23;69;0
children;sleep index sleepiness;0;24;69;0
MWT;sleep index sleepiness;0;25;69;0
ISI;sleep index sleepiness;0.053026614;26;69;0
TST;sleep index sleepiness;0.013849641;27;69;0
BDI;sleep index sleepiness;0.052121844;28;69;0
KSS;sleep index sleepiness;0;29;69;0
Sleep Duration;sleep index sleepiness;0;30;69;0
ERP;sleep index sleepiness;0;31;69;0
FOSQ;sleep index sleepiness;0;32;69;0
Neuropsy;sleep index sleepiness;0;33;69;0
ODI;sleep index sleepiness;0;34;69;0
SF36;sleep index sleepiness;0;35;69;0
traumatic brain injury;sleep index sleepiness;0;36;69;0
FSS;sleep index sleepiness;0.046526687;37;69;0
Sleep Behavior;sleep index sleepiness;0;38;69;0
SSS;sleep index sleepiness;0;39;69;0
night time sleep;sleep index sleepiness;0;40;69;0
MRI;sleep index sleepiness;0;41;69;0
sleep wake disturbances;sleep index sleepiness;0.004394502;42;69;0
parasomnia;sleep index sleepiness;0;43;69;0
lowest oxygen saturation;sleep index sleepiness;0;44;69;0
upper airway resistance;sleep index sleepiness;0;45;69;0
prevalence sleep disorders;sleep index sleepiness;0;46;69;0
Nervous system;sleep index sleepiness;0;47;69;0
stop bang questionnaire;sleep index sleepiness;0;48;69;0
slow wave sleep;sleep index sleepiness;0;49;69;0
sleep breathing disorders;sleep index sleepiness;0;50;69;0
upper airway obstruction;sleep index sleepiness;0;51;69;0
motor vehicle accidents;sleep index sleepiness;0;52;69;0
sleep wake cycle;sleep index sleepiness;0;53;69;0
circadian rhythm sleep;sleep index sleepiness;0;54;69;0
Neurophysiology;sleep index sleepiness;0;55;69;0
patients moderate severe;sleep index sleepiness;0;56;69;0
sleep habits questionnaire;sleep index sleepiness;0;57;69;0
VAS;sleep index sleepiness;0.004967243;58;69;0
patients mild moderate;sleep index sleepiness;0;59;69;0
activities daily living;sleep index sleepiness;0;60;69;0
Sleep Quality;PSQI;0.558480485;21;16;0.4
difficulty falling asleep;sleep index sleepiness;0;62;69;0
heart rate variability;sleep index sleepiness;0;63;69;0
sleepiness scale score;sleep index sleepiness;0;64;69;0
patients obstructive syndrome;sleep index sleepiness;0;65;69;0
UPDRS;sleep index sleepiness;0;66;69;0
Classification of sleep disorders;sleep index sleepiness;0;67;69;0
sleep disorders common;sleep index sleepiness;0;68;69;0
sleep time sleep;sleep index sleepiness;0;70;69;0
mild moderate severe;sleep index sleepiness;0;71;69;0
HAD;sleep index sleepiness;0.030479933;72;69;0
sleepiness sleepiness scale;sleep index sleepiness;0.045111013;73;69;0
Classification of sleep disorders;sleep index sleepiness;0;67;69;0
sleep disorder characterized;sleep index sleepiness;0;75;69;0
quality index sleepiness;sleep index sleepiness;0.006956013;76;69;0
CPAP;sleep time sleep;-0.02310147;1;70;0
AHI;sleep time sleep;0;2;70;0
ESS;sleep time sleep;0;3;70;0
OSAS;sleep time sleep;-0.032144554;4;70;0
PD;sleep time sleep;0;5;70;0
RLS;sleep time sleep;0;6;70;0
ADHD;sleep time sleep;0;7;70;0
SDB;sleep time sleep;0;8;70;0
EDS;sleep time sleep;0;9;70;0
PSG;sleep time sleep;0.051758249;10;70;0
REM;sleep time sleep;0.073515516;11;70;0
EEG;sleep time sleep;0;12;70;0
Insomnia;sleep time sleep;0;13;70;0
QoL;sleep time sleep;-0.015520912;14;70;0
Arousal;sleep time sleep;0.039536866;15;70;0
PSQI;sleep time sleep;0.026809697;16;70;0
MSLT;sleep time sleep;0.031535688;17;70;0
Narcolepsy;sleep time sleep;-0.024222918;18;70;0
PVT;sleep time sleep;0;19;70;0
Hypersomnia;sleep time sleep;0;20;70;0
Sleep Quality;sleep time sleep;0.050859549;21;70;0
RDI;sleep time sleep;0;22;70;0
BMI;sleep time sleep;0;23;70;0
children;sleep time sleep;0;24;70;0
MWT;sleep time sleep;0;25;70;0
ISI;sleep time sleep;0.017931092;26;70;0
TST;sleep time sleep;0.290807435;27;70;0.290807435
BDI;sleep time sleep;0;28;70;0
KSS;sleep time sleep;0;29;70;0
Sleep Duration;sleep time sleep;0;30;70;0
ERP;sleep time sleep;0;31;70;0
FOSQ;sleep time sleep;0;32;70;0
Neuropsy;sleep time sleep;0;33;70;0
ODI;sleep time sleep;0;34;70;0
SF36;sleep time sleep;0;35;70;0
traumatic brain injury;sleep time sleep;0;36;70;0
FSS;sleep time sleep;0;37;70;0
Sleep Behavior;sleep time sleep;0;38;70;0
SSS;sleep time sleep;0;39;70;0
night time sleep;sleep time sleep;0.025113776;40;70;0
MRI;sleep time sleep;0;41;70;0
sleep wake disturbances;sleep time sleep;0;42;70;0
parasomnia;sleep time sleep;0;43;70;0
lowest oxygen saturation;sleep time sleep;0;44;70;0
upper airway resistance;sleep time sleep;0;45;70;0
prevalence sleep disorders;sleep time sleep;0;46;70;0
Nervous system;sleep time sleep;0;47;70;0
stop bang questionnaire;sleep time sleep;0;48;70;0
slow wave sleep;sleep time sleep;0.052235803;49;70;0
sleep breathing disorders;sleep time sleep;0;50;70;0
upper airway obstruction;sleep time sleep;0;51;70;0
motor vehicle accidents;sleep time sleep;0;52;70;0
sleep wake cycle;sleep time sleep;0.018031068;53;70;0
circadian rhythm sleep;sleep time sleep;0;54;70;0
Neurophysiology;sleep time sleep;0;55;70;0
patients moderate severe;sleep time sleep;0;56;70;0
sleep habits questionnaire;sleep time sleep;0;57;70;0
VAS;sleep time sleep;0;58;70;0
patients mild moderate;sleep time sleep;0;59;70;0
activities daily living;sleep time sleep;0;60;70;0
index sleepiness scale;sleep time sleep;0;61;70;0
difficulty falling asleep;sleep time sleep;0;62;70;0
heart rate variability;sleep time sleep;0;63;70;0
sleepiness scale score;sleep time sleep;0;64;70;0
patients obstructive syndrome;sleep time sleep;0;65;70;0
UPDRS;sleep time sleep;0;66;70;0
Classification of sleep disorders;sleep time sleep;0;67;70;0
sleep disorders common;sleep time sleep;0.020544676;68;70;0
sleep index sleepiness;sleep time sleep;0;69;70;0
mild moderate severe;sleep time sleep;0;71;70;0
